Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Repentance	Inquisition	075	Cleric Spell		AD&D		Can be cast at any time to negate a thief skill.  If used on a just played thief skill, the thief attempting to use the skill is discarded.  (def)	Pode ser lancado a qualquer momento para negar uma habilidade ladrao. Se usado em uma habilidade ladrao acabou de jogar, o ladrao tentar usar a habilidade e descartado. (DEF)
Time Travel	Inquisition	076	Psionic Power		AD&D		This player can take another turn after his current turn is finished, starting with his phase 3 (skipping phases, 0, 1, and 2).  This card is placed in the Void after its successful use.  If canceled, it goes to the discard pile.  (def/5)	Este aparelho pode ter uma outra volta apos a sua vez actual terminar, comecando com os (fases salto, 0, 1, e 2) fase 3. Este cartao e colocado no Vazio apos o seu uso bem sucedido. Se cancelado, ele vai para a pilha de descarte. (Def / 5)
Double Cross	Inquisition	077	Thief Skill		AD&D		Usable by any champion.  Play in response to another Offensive Thief skill to turn that skill back upon the original player.	Utilizavel por qualquer campeao. Jogar em resposta a uma outra habilidade Thief Ofensivo para transformar essa habilidade para tras em cima do original jogador.
Slap!	Inquisition	078	Unarmed Combat		AD&D		Usable by non-spell casting champions.  This maneuver disrupts the concentration of any champion, canceling the effects of a just played spell, blood ability, psionic power, or thief skill.	Utilizavel por nao-feiticos campeoes. Esta manobra perturba a concentracao de qualquer campeao, cancelando os efeitos de um feitico acabou de jogar, capacidade de sangue, poder psionico ou habilidade ladrao.
Permanency	Inquisition	079	Wizard Spell		AD&D		Cast this spell on a spell with a stated duration, which then becomes permanent.  The original spell cannot be dispelled until this spell is dispelled.  Permanency can always be dispelled, regardless of special powers.  The caster of this spell cannot be used again until the end of the owning players next turn.  (def)	Conjurar esta magica em um periodo com uma duracao declarada, que entao se torna permanente. O feitico original nao pode ser dissipada ate este feitico e dissipada. Permanência sempre pode ser dissipado, independentemente de poderes especiais. O rodizio de esta magica nao pode ser usado novamente ate o final do jogadores que possuem proximo turno. (DEF)
Contingency	Inquisition	080	Wizard Spell		AD&D		When this spell is cast, this champion can retrieve any spell that can be cast in phase 4 and place it underneath the retrieving champion.  When he enters a round of combat, this spell is considered cast before combat begins.  (def)	Quando este feitico e lancado, este campeao pode recuperar qualquer magia que pode ser convertido na fase 4 e coloca-lo debaixo do campeao recuperacao. Quando ele entra em uma rodada de combate, esta magica e considerada elenco antes do combate comeca. (DEF)
Tankity-Tankity-Tank	Inquisition	081	Unarmed Combat		AD&D		Usable by any champion of level base level 7 or higher.  This card allows the using champion (if victorious in this round of combat) to steam-roll over the defeated champion to raze the attacked realm.  (def)	Utilizavel por qualquer campeao de nivel base de nivel 7 ou superior. Este cartao permite ao usar campeao (se vitorioso nesta rodada de combate) em vapor-roll sobre o campeao derrotado para destruir o reino atacado. (DEF)
Imaginary Friend	Inquisition	082	Wizard Spell	+?	AD&D		This spell creates an ally equal to the base level of the casting champion.  This ally may not be stolen or discarded by any means.  The ally stays with the champion until dispelled or until the champion is discarded.  (Def 3/4)	Este feitico cria um igual aliado para o nivel de base do campeao casting. Isto aliado nao podem ser roubados ou descartados por qualquer meio. As estadias aliar-se com o campeao ate dissipadas ou ate que o campeao e descartado. (Def 3/4)
Dispel Illusion	Inquisition	083	Wizard Spell		AD&D		This spell may be cast at any time.  This spell prevents a card from being played (return it to the players hand).  The card is considered to have been	Este feitico pode ser lancado a qualquer momento. Este feitico impede um cartao de ser jogado (devolvê-lo ao lado jogadores). O cartao e considerado como tendo sido
Curse	Inquisition	084	Cleric Spell		AD&D		This spell causes a magic item or artifact to be cursed.  The cursed item no longer has any special powers and any level bonus granted by it is now subtracted from the champion's base level.  Any champion reduced to 0 or below are discarded.  (Off 3/4)	Este feitico faz com que um item magico ou artefato para ser amaldicoado. O item amaldicoado ja nao tem quaisquer poderes especiais e qualquer bonus nivel concedido por ele agora e subtraido do nivel basico do campeao. Qualquer campeao reduzida a 0 ou abaixo sao descartados. (Off 3/4)
I know what you are thinking!!!	Inquisition	085	Psionic Power		AD&D		While this power is in play, all opponents must now play with their hands face up on the table.  This power lasts until negated.	Enquanto este poder esta em jogo, todos os adversarios devem agora jogar com as maos viradas para cima na mesa. Este poder dura ate negada.
White Dragon	Inquisition	086	Hero	+7	AD&D		Dragon. Flyer. Can use dragon unarmed combat cards.  This ally's breath weapon, a cone of cold, causes all magic items currently in the battle to break and be discarded.	Dragao. Folheto. Pode usar dragao desarmados cartoes de combate. sopro deste aliado, um cone de frio, faz com que todos os itens magicos atualmente na batalha para quebrar e ser descartado.
Soth's Steed	Inquisition	087	Holding	+8	AD&D		Undead.  Flyer.  May breathe fire to discard one ally or magic item of	Morto-vivo. Folheto. Pode cuspir fogo a um descarte aliado ou item magico de
Mimic	Inquisition	088	Ally	+?	AD&D		During combat, this ally can copy any one magical item or artifact attached to the opposing champion.	Durante o combate, este aliado pode copiar qualquer um item magico ou artefato anexado ao campeao adversaria.
Mina's Knights	Inquisition	089	Cleric	+5	AD&D		May play hero unarmed combat cards.  If played with a cleric, this ally cannot be forced to switch sides and are only discarded if the cleric is discarded also.	Pode desempenhar heroi desarmados cartoes de combate. Se jogado com um clerigo, este aliado nao pode ser forcado a lados da chave e so sao descartados se o clerigo e descartado tambem.
Stool Pigeon	Inquisition	090	Ally	+1	AD&D		When played in combat, an opposing thief champion is defeated and sent to the abyss.	Quando jogado em combate, um campeao ladrao adversario e derrotado e enviado para o abismo.
Gloomwing	Inquisition	091	Blood Ability	+3	AD&D		Flyer.  Because of its shimmering markings, an opposing champion is confused and loses the use any special abilities and its icon ability during this round of combat.	Folheto. Por causa de suas marcacoes brilhantes, um campeao adversario e confuso e perde o uso quaisquer habilidades especiais e sua capacidade icone durante esta rodada de combate.
Knights of Neraka	Inquisition	092	Ally	+?	AD&D		This army is equal in level to the attached champion's base level.	Este exercito e igual em nivel para nivel basico do campeao anexado.
Improved Initiative	Inquisition	093	Cleric	+5	AD&D		Play this card when both attacker and defender have been chosen.  The player of this card activates all of their cards first.  (def/4)	Jogue esta carta quando ambos atacante eo defensor ter sido escolhido. O jogador deste cartao ativa todos os seus cartoes de primeira. (Def / 4)
Hostage	Inquisition	094	Thief Skill		AD&D		Play on any champion in any opponent's pool before a defender is chosen.  If the attacker doesn't halt the attack, the hostage is sent to the discard pile.  (off/4)	Jogar em qualquer campeao na piscina qualquer oponente antes de um zagueiro e escolhido. Se o atacante nao parar o ataque, o refem e enviado para a pilha de descarte. (Off / 4)
Mercenaries	Inquisition	095	Magical Item	+9	AD&D		One card from this player's hand must be discarded to purchase the service of the mercenaries.  When played, the player can choose any one type of support card that can be played by them.	Uma carta da mao deste jogador deve ser descartado para adquirir o servico dos mercenarios. Quando jogado, o jogador pode escolher qualquer um tipo de cartao de suporte que pode ser jogado por eles.
Entrapment	Inquisition	096	Thief Skill		AD&D		Play at any time to cancel a just played thief skill and send its user to the discard pile. (def)  Can be played during phase 3 or 5 to send one thief champion to Limbo. (Off)	Jogar a qualquer momento para cancelar uma habilidade ladrao acabou de jogar e enviar seu usuario para a pilha de descarte. (Def) Pode ser jogado durante a fase 3 ou 5 para enviar um campeao ladrao para Limbo. (Off)
Behir	Inquisition	097	Monster	+1	AD&D		Earthwalker.  During combat, this ally can release a bolt of lightning that renders the opposing champions magical items powerless for this round of combat.	Earthwalker. Durante o combate, este aliado pode liberar um raio que torna os campeoes opostas itens magicos impotentes para esta rodada de combate.
Claws of the Wolf	Inquisition	098	Cleric Spell	+4	AD&D		Stays with the champion until dispelled or the champion is defeated.  This champion can discard one opposing ally of level 7 or less.  (Off /3/4)	Estadias com o campeao ate dissipadas ou o campeao e derrotado. Este campeao pode descartar um opostas aliado de nivel 7 ou menos. (Off / 3/4)
A Piece of the Action	Inquisition	099	Thief Skill		AD&D		Play only when another player is to draw a spoils of victory.  That player must draw and discard his spoils, while this player draws a card showing it to all players.  If it is a realm card, it is sent to the Abyss.  Otherwise it may be played just like a spoils of victory.	Jogar somente quando outro jogador e desenhar uma despojos da vitoria. Esse jogador deve desenhar e descartar os seus despojos, enquanto este jogador tira uma carta mostrando para todos os jogadores. Se for um cartao reino, ele e enviado para o Abismo. Caso contrario, pode ser jogado apenas como um despojos da vitoria.
